AQ,DQ,Loss,Stage1,Train1,Val1,Test1,Stage2,Train2,Val2,Test2,Stage3,Train3,Val3,Test3,AQMean,AQStdev,DQMean,DQStdev,LossMean,LossStdev,AQNorm,DQNorm,LossNorm,Categorical,Set1,Set2,Set3
10,4,90080114.7730783,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.419058177461747,-1.04764544365437,1.31983704515518,129,Train,Train,Train
11,4,84681342.7487998,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.31429363309631,-1.04764544365437,1.18105679327082,130,Train,Train,Train
12,4,97289650.2566108,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.209529088730873,-1.04764544365437,1.50516458739523,131,Train,Train,Train
13,4,85074852.7305985,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.104764544365437,-1.04764544365437,1.1911723184583,132,Train,Train,Train
14,4,89671661.4260045,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0,-1.04764544365437,1.30933738743024,133,Train,Train,Train
15,4,94056767.349317,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.104764544365437,-1.04764544365437,1.42206044775584,134,Train,Train,Train
16,4,103662530.535997,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.209529088730873,-1.04764544365437,1.66898516111547,135,Train,Train,Train
17,4,97579469.0953993,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.31429363309631,-1.04764544365437,1.51261463923424,136,Train,Train,Train
18,4,102265129.441626,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.419058177461747,-1.04764544365437,1.63306371916753,137,Train,Train,Train
19,4,102813007.867698,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.523822721827184,-1.04764544365437,1.64714742294875,138,Train,Train,Train
20,4,95309258.7678815,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.62858726619262,-1.04764544365437,1.45425685719297,139,Train,Train,Train
21,4,93802797.144137,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.733351810558057,-1.04764544365437,1.41553191702931,140,Train,Train,Train
22,4,102307597.018974,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.838116354923494,-1.04764544365437,1.63415538613453,141,Train,Train,Train
23,4,87552532.971629,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.942880899288931,-1.04764544365437,1.25486329973937,142,Train,Train,Train
24,4,91042688.9523657,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.04764544365437,-1.04764544365437,1.34458087328094,143,Validation,Train,Train
25,4,99145552.0177903,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.1524099880198,-1.04764544365437,1.55287219807611,144,Validation,Train,Train
26,4,91160361.9757101,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.25717453238524,-1.04764544365437,1.34760576333858,145,Validation,Train,Train
27,4,98714293.9367809,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.36193907675068,-1.04764544365437,1.54178632431806,146,Validation,Train,Train
28,4,91620718.4850621,1,0,0,1,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.46670362111611,-1.04764544365437,1.35943963815996,147,Test,Train,Train
29,4,117417567.140322,1,0,0,1,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.57146816548155,-1.04764544365437,2.02257064982332,148,Test,Train,Train
30,4,110204599.554796,1,0,0,1,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.67623270984699,-1.04764544365437,1.83715488233927,149,Test,Validation,Train
31,4,112163557.735395,0,0,0,0,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.78099725421242,-1.04764544365437,1.88751165023239,150,,Validation,Train
32,4,103705090.986717,0,0,0,0,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.88576179857786,-1.04764544365437,1.67007921547536,151,,Validation,Train
33,4,109123744.214643,0,0,0,0,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.9905263429433,-1.04764544365437,1.80937053143828,152,,Validation,Train
34,4,110201319.810662,0,0,0,0,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.09529088730873,-1.04764544365437,1.83707057358999,153,,Test,Validation
35,4,114767353.415554,0,0,0,0,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.20005543167417,-1.04764544365437,1.9544445414015,154,,Test,Validation
36,4,101947827.663144,0,0,0,0,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.30481997603961,-1.04764544365437,1.62490719384231,155,,Test,Validation
37,4,99413657.4418076,0,0,0,0,0,0,0,0,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.40958452040504,-1.04764544365437,1.55976408721485,156,,,Validation
38,4,123317620.531817,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.51434906477048,-1.04764544365437,2.17423678651526,157,,,
39,4,107150904.009723,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.61911360913592,-1.04764544365437,1.75865691372389,158,,,
40,4,108040847.533951,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.72387815350136,-1.04764544365437,1.78153370605737,159,,,
1,5,80161816.4235862,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.36193907675068,-0.942880899288931,1.0648783365791,160,Train,Train,Train
2,5,74968399.1327502,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.25717453238524,-0.942880899288931,0.931376911343585,161,Train,Train,Train
3,5,76410070.5388346,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.1524099880198,-0.942880899288931,0.96843636115386,162,Train,Train,Train
4,5,84057601.7222194,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.04764544365437,-0.942880899288931,1.16502297365589,163,Train,Train,Train
5,5,75547674.8269606,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.942880899288931,-0.942880899288931,0.946267709916201,164,Train,Train,Train
6,5,73217483.2070518,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.838116354923494,-0.942880899288931,0.886368055236305,165,Train,Train,Train
7,5,81529346.3710687,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.733351810558057,-0.942880899288931,1.10003191404404,166,Train,Train,Train
8,5,71925908.3607946,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.62858726619262,-0.942880899288931,0.85316697141854,167,Train,Train,Train
9,5,80150224.6293732,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.523822721827184,-0.942880899288931,1.06458035916619,168,Train,Train,Train
10,5,79808201.0917428,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.419058177461747,-0.942880899288931,1.05578833896433,169,Train,Train,Train
11,5,84918595.4541089,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.31429363309631,-0.942880899288931,1.18715558574714,170,Train,Train,Train
12,5,75742533.3946213,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.209529088730873,-0.942880899288931,0.951276723258525,171,Train,Train,Train
13,5,77235123.8164911,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.104764544365437,-0.942880899288931,0.989645091801546,172,Train,Train,Train
14,5,78820558.964287,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0,-0.942880899288931,1.03040011686427,173,Train,Train,Train
15,5,83146205.9907776,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.104764544365437,-0.942880899288931,1.14159473319546,174,Train,Train,Train
16,5,80331776.1375678,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.209529088730873,-0.942880899288931,1.06924730267185,175,Train,Train,Train
17,5,86569508.9159776,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.31429363309631,-0.942880899288931,1.22959378929548,176,Train,Train,Train
18,5,88777558.8278016,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.419058177461747,-0.942880899288931,1.28635368238934,177,Train,Train,Train
19,5,83415262.0946905,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.523822721827184,-0.942880899288931,1.14851106040916,178,Train,Train,Train
20,5,78628611.9427313,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.62858726619262,-0.942880899288931,1.02546594741238,179,Train,Train,Train
21,5,90490819.2572738,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.733351810558057,-0.942880899288931,1.33039457036839,180,Train,Train,Train
22,5,91221462.7119316,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.838116354923494,-0.942880899288931,1.34917641227967,181,Train,Train,Train
23,5,84665987.279123,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.942880899288931,-0.942880899288931,1.18066206722202,182,Validation,Train,Train
24,5,93845693.7014797,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.04764544365437,-0.942880899288931,1.41663461130983,183,Validation,Train,Train
25,5,84417286.4468299,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.1524099880198,-0.942880899288931,1.17426899042709,184,Validation,Train,Train
26,5,91114363.2138399,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.25717453238524,-0.942880899288931,1.34642332412277,185,Validation,Train,Train
27,5,75246468.0351612,1,0,0,1,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.36193907675068,-0.942880899288931,0.938524920584253,186,Test,Train,Train
28,5,86739015.0340245,1,0,0,1,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.46670362111611,-0.942880899288931,1.23395109530002,187,Test,Train,Train
29,5,87404278.5919273,1,0,0,1,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.57146816548155,-0.942880899288931,1.25105228863066,188,Test,Validation,Train
30,5,88187720.5605259,1,0,0,1,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.67623270984699,-0.942880899288931,1.27119136345173,189,Test,Validation,Train
31,5,89623775.0882207,0,0,0,0,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.78099725421242,-0.942880899288931,1.3081064263914,190,,Validation,Train
32,5,88987432.0007392,0,0,0,0,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.88576179857786,-0.942880899288931,1.29174865955694,191,,Validation,Train
33,5,80321468.4002844,0,0,0,0,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.9905263429433,-0.942880899288931,1.068982333088,192,,Test,Validation
34,5,85658727.2888607,0,0,0,0,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.09529088730873,-0.942880899288931,1.20618133493466,193,,Test,Validation
35,5,85888617.1038981,0,0,0,0,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.20005543167417,-0.942880899288931,1.21209085774708,194,,Test,Validation
36,5,90207471.9400542,0,0,0,0,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.30481997603961,-0.942880899288931,1.32311087476545,195,,Test,Validation
37,5,83650011.9295257,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.40958452040504,-0.942880899288931,1.15454551436679,196,,,
38,5,87997373.1471236,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.51434906477048,-0.942880899288931,1.26629831335465,197,,,
39,5,100851306.96812,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.61911360913592,-0.942880899288931,1.59672015101711,198,,,
40,5,101682980.234096,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.72387815350136,-0.942880899288931,1.61809905437117,199,,,
1,6,61738380.4340493,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.36193907675068,-0.838116354923494,0.59128747634177,200,Train,Train,Train
2,6,63051736.8940597,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.25717453238524,-0.838116354923494,0.625048475975488,201,Train,Train,Train
3,6,67678011.3227931,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.1524099880198,-0.838116354923494,0.743970987913115,202,Train,Train,Train
4,6,69109563.7412719,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.04764544365437,-0.838116354923494,0.780770320118423,203,Train,Train,Train
5,6,68966306.3811007,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.942880899288931,-0.838116354923494,0.777087761855277,204,Train,Train,Train
6,6,69631329.572467,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.838116354923494,-0.838116354923494,0.794182776349632,205,Train,Train,Train
7,6,74335017.7661062,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.733351810558057,-0.838116354923494,0.915095278185819,206,Train,Train,Train
8,6,64470726.1624044,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.62858726619262,-0.838116354923494,0.661524861197255,207,Train,Train,Train
9,6,76024766.2198428,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.523822721827184,-0.838116354923494,0.958531769850256,208,Train,Train,Train
10,6,77598669.469532,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.419058177461747,-0.838116354923494,0.998990357182931,209,Train,Train,Train
11,6,68780578.5146414,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.31429363309631,-0.838116354923494,0.772313461334112,210,Train,Train,Train
12,6,69557849.3316257,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.209529088730873,-0.838116354923494,0.792293901196797,211,Train,Train,Train
13,6,65852570.8938986,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.104764544365437,-0.838116354923494,0.697046412957438,212,Train,Train,Train
14,6,76028076.2581911,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0,-0.838116354923494,0.958616857339347,213,Train,Train,Train
15,6,65626209.3141171,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.104764544365437,-0.838116354923494,0.691227586580301,214,Train,Train,Train
16,6,55999721.5990628,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.209529088730873,-0.838116354923494,0.44377013072756,215,Train,Train,Train
17,6,64914646.5352576,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.31429363309631,-0.838116354923494,0.672936230464953,216,Train,Train,Train
18,6,78290906.7418955,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.419058177461747,-0.838116354923494,1.01678493391081,217,Train,Train,Train
19,6,71193597.8243919,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.523822721827184,-0.838116354923494,0.834342275683565,218,Train,Train,Train
20,6,71206645.2470105,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.62858726619262,-0.838116354923494,0.834677671323409,219,Train,Train,Train
21,6,70661795.9670691,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.733351810558057,-0.838116354923494,0.820671834446201,220,Train,Train,Train
22,6,63451240.6857838,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.838116354923494,-0.838116354923494,0.635318077395014,221,Validation,Train,Train
23,6,76192166.1600145,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.942880899288931,-0.838116354923494,0.962834934673289,222,Validation,Train,Train
24,6,65340878.7959821,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.04764544365437,-0.838116354923494,0.683892911028343,223,Validation,Train,Train
25,6,76443494.5239467,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.1524099880198,-0.838116354923494,0.969295554513383,224,Validation,Train,Train
26,6,85785128.7735106,1,0,0,1,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.25717453238524,-0.838116354923494,1.20943059787804,225,Test,Train,Train
27,6,65181045.0081186,1,0,0,1,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.36193907675068,-0.838116354923494,0.679784240901215,226,Test,Train,Train
28,6,69233565.9474649,1,0,0,1,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.46670362111611,-0.838116354923494,0.783957907468341,227,Test,Validation,Train
29,6,74274954.8792646,1,0,0,1,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.57146816548155,-0.838116354923494,0.913551308089046,228,Test,Validation,Train
30,6,70995579.1147286,1,0,0,1,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.67623270984699,-0.838116354923494,0.829252028071459,229,Test,Validation,Train
31,6,74138594.1739667,0,0,0,0,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.78099725421242,-0.838116354923494,0.91004603449289,230,,Validation,Train
32,6,84801893.6626376,0,0,0,0,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.88576179857786,-0.838116354923494,1.18415566207137,231,,Test,Validation
